x,y,z,Delta U,Delta a_x,Delta a_y,Delta a_z
0.3349573264886895,-1.1431925512602634,0.8249262772213062,-5.035224031735078e-11,-6.381399619536308e-13,-5.776265561675521e-13,5.660895633555405e-13
0.5343205279939341,-1.1083534540143858,-0.7397483974512126,2.6031481921381467e-11,-8.803502828909296e-13,-5.81299543694622e-13,9.605102481634083e-13
0.568721618821086,-1.4068635157734224,-0.07474304881066232,3.640036632460913e-12,-5.1427240308761925e-14,4.3674918418366136e-14,-1.1259009223449971e-13
-0.6670345667769887,0.6876420172823883,0.6081915478458562,1.242798450503908e-07,-4.0221454905511295e-09,-4.7262847327661785e-09,-1.966027614358942e-09
0.055675537958899436,0.950463389383411,0.39419292983483845,1.2470566357473692e-06,6.425299268237613e-08,3.79393297694766e-08,1.9125594692765545e-08
-0.8797120089894398,0.3775134859127995,-0.9816687281649287,9.031179046476989e-11,2.483219770460841e-12,2.6281606211035106e-13,-2.8757535264483646e-13
1.2034400593130912,-0.06839640351781263,-0.25325368255733427,1.227218953887414e-08,-1.5868028510887314e-10,-4.18687021008727e-11,1.2744603234925315e-10
-0.532288363835131,0.9556708682000957,-0.12079699853043534,5.850560980096368e-07,4.594813586652988e-09,-8.581864804661185e-09,5.417072916523183e-09
-0.6330914313690441,-0.5204722223875619,0.7867814481696916,1.7200511018837024e-07,2.4678808161805865e-09,-1.7162729906127456e-09,-2.9087359121560076e-09
0.6367675942626335,0.7191654695966792,0.7506835666369907,1.4066201444777713e-08,2.3512080716867586e-11,-2.301193532268219e-10,-1.4244827561924362e-10
1.0233954674352443,-0.19420715410723333,-0.2447773793155335,-1.5646397859636596e-08,1.2857923231190896e-09,1.2285199114280543e-08,-6.244796315546277e-09
-0.5680890734281939,0.43001094442569854,0.7881276939309716,2.254936301025676e-06,-1.456667139987917e-08,-2.6051984909226e-08,-4.481758191868537e-08
-0.14954945839382136,-1.1026568620456763,-1.0820839867788752,-2.3580724690383886e-11,5.024346574096113e-14,-2.001693017468821e-13,-2.149923936322455e-13
0.6971331783397635,0.7964231273110185,0.5820090054463296,-3.0523834523509594e-09,-4.243112395810911e-10,2.864044495443881e-10,1.9173849237849247e-10
-1.4809949768094546,0.516641229279767,0.25966728255009625,2.0493026651767747e-12,1.1272751550274272e-14,-3.023283714159022e-14,-1.5621175271824653e-14
0.3731253291837166,1.4868271802712838,0.38149754485803383,2.497316429908884e-12,-5.4622340509519544e-15,-2.918060032806052e-14,-3.3532061290041264e-15
1.0181559988993174,0.10134726825727343,0.4335878176338599,-9.012316150340904e-08,1.8173912609990777e-09,-2.0519523918689586e-09,1.6763578222094515e-09
0.5602143661830173,-1.293101297693331,-0.28368089333629165,1.6540987936531304e-11,2.253715629187187e-13,2.2082573446478713e-13,3.810781944385607e-13
-0.768794544677225,-1.0442056951271375,-0.4497027193711266,1.6818579163774035e-10,5.6343230918112814e-12,-5.853230637271605e-13,-1.1228818157775333e-13
1.074669979253298,-0.6224208938146233,0.6960672445268247,-1.6587947396419096e-10,1.2548514140566025e-12,-1.4967330367727515e-12,1.1955286279254687e-12
-1.0592129468061424,-0.21077956561779423,0.1024382020517754,-5.261734791415416e-07,-1.517390512498436e-08,2.9249734830341602e-08,1.636010850655369e-08
0.5483230187776537,0.6652457342637733,0.7420572838551988,4.215754612862682e-08,3.0059441286789163e-10,-1.6663556236423808e-09,4.264936978655923e-10
